entry	ensembl	entry_name	reviewed	protein_names	gene_names	length	organism	organism_id	pfam	supfam
Q9W4X7		EI3G1_DROME	reviewed	Eukaryotic translation initiation factor 3 subunit G-1 (Eukaryotic translation initiation factor 3 RNA-binding subunit 1) (eIF-3 RNA-binding subunit 1) (Eukaryotic translation initiation factor 3 subunit 4-1)	eIF3g1 eIF3-S4 eIF3ga CG8636	269	Drosophila melanogaster (Fruit fly)	7227	PF12353;PF00076;	SSF54928;
Q9W549		COA8_DROME	reviewed	COA8 family protein CG14806, mitochondrial (COA8) (APOPT1 family protein CG14806, mitochondrial) (Cytochrome c oxidase assembly factor 8)	coa8 Apop1 CG14806	176	Drosophila melanogaster (Fruit fly)	7227	PF10231;	
Q9W5B6		MTU1_DROME	reviewed	Mitochondrial tRNA-specific 2-thiouridylase 1 (EC 2.8.1.14)	CG3021	389	Drosophila melanogaster (Fruit fly)	7227	PF03054;PF20258;PF20259;	SSF52402;
Q9W5N0		COA7_DROME	reviewed	Cytochrome c oxidase assembly factor 7 homolog (Beta-lactamase hcp-like protein CG13865) (Sel1 repeat-containing protein 1 homolog)	Coa7 CG13865	266	Drosophila melanogaster (Fruit fly)	7227	PF08238;	SSF81901;
Q9W5R8		RL5_DROME	reviewed	Large ribosomal subunit protein uL18 (60S ribosomal protein L5)	RpL5 yip6 CG17489	299	Drosophila melanogaster (Fruit fly)	7227	PF14204;PF17144;	SSF53137;
Q9XY35		QCR9_DROME	reviewed	Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Protein oxen) (Ubiquinol-cytochrome c reductase complex 6.3 kDa protein)	ox Qcr10 Qcr9 CG8764	55	Drosophila melanogaster (Fruit fly)	7227	PF05365;	SSF81514;
Q9XYN7		PSB3_DROME	reviewed	Proteasome subunit beta type-3 (20S proteasome subunit beta-3)	Prosbeta3 CG11981	205	Drosophila melanogaster (Fruit fly)	7227	PF00227;	SSF56235;
Q9XYQ2		UN119_DROME	reviewed	Protein unc-119 homolog (DmUNC-119)	unc-119 CG1659	265	Drosophila melanogaster (Fruit fly)	7227	PF05351;	SSF81296;
Q9XZ16		UBCP1_DROME	reviewed	Ubiquitin-like domain-containing CTD phosphatase 1 (EC 3.1.3.16) (Nuclear proteasome inhibitor Ublcp1)	Ublcp1 CG6697	320	Drosophila melanogaster (Fruit fly)	7227	PF03031;PF00240;	SSF56784;SSF54236;
Q9XZF0		YIPP_DROME	reviewed	Protein yippee	Ype Yippee CG1989	121	Drosophila melanogaster (Fruit fly)	7227	PF03226;	
Q9XZJ4		PSA6_DROME	reviewed	Proteasome subunit alpha type-6 (20S proteasome subunit alpha-1)	Prosalpha1 Prosalpha6 CG18495	244	Drosophila melanogaster (Fruit fly)	7227	PF00227;PF10584;	SSF56235;
Q9XZU1		XPO2_DROME	reviewed	Exportin-2 (Exp2) (Cellular apoptosis susceptibility protein homolog) (Chromosome segregation protein 1) (Importin-alpha re-exporter)	Cse1 Cas CG13281	975	Drosophila melanogaster (Fruit fly)	7227	PF03378;PF08506;PF03810;	SSF48371;
Q9Y105		SYQ_DROME	reviewed	Probable glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase)	GlnRS Aats-gln CG10506	778	Drosophila melanogaster (Fruit fly)	7227	PF00749;PF03950;PF20974;PF04558;PF04557;	SSF52374;SSF50715;
Q9Y115		UN93L_DROME	reviewed	UNC93-like protein	CG4928	538	Drosophila melanogaster (Fruit fly)	7227	PF05978;	SSF103473;
Q9Y149		MED15_DROME	reviewed	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15) (dARC105)	MED15 Arc105 CG4184	749	Drosophila melanogaster (Fruit fly)	7227	PF21539;PF21538;PF09606;	SSF47040;
Q9Y1A3		TIM8_DROME	reviewed	Mitochondrial import inner membrane translocase subunit Tim8	Tim8 CG1728	88	Drosophila melanogaster (Fruit fly)	7227	PF02953;	SSF144122;
A1A708		Y4951_DROME	reviewed	Uncharacterized protein CG4951	CG4951	446	Drosophila melanogaster (Fruit fly)	7227		
A1Z7U3		OST4_DROME	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Ost4 (Oligosaccharyltransferase complex subunit 4)	Ost4 CG33774	40	Drosophila melanogaster (Fruit fly)	7227	PF10215;	SSF103464;
A1Z897		SDF2B_DROME	reviewed	Succinate dehydrogenase assembly factor 2-B, mitochondrial (SDH assembly factor 2-B) (SDHAF2-B)	CG12895	156	Drosophila melanogaster (Fruit fly)	7227	PF03937;	SSF109910;
A1Z8J0		C19L1_DROME	reviewed	CWF19-like protein 1 homolog	CG7741	545	Drosophila melanogaster (Fruit fly)	7227	PF04677;PF04676;	SSF54197;
A1ZBR5		AKTP2_DROME	reviewed	Protein crossbronx-like	CG16894	266	Drosophila melanogaster (Fruit fly)	7227	PF00179;	SSF54495;
B4F7L9		WDY_DROME	reviewed	WD repeat-containing protein on Y chromosome (WD40 Y)	WDY CG40245/CG40551/CG40583/CG41020	1069	Drosophila melanogaster (Fruit fly)	7227	PF00400;	SSF47473;SSF50998;SSF50978;
C0HK92		Y5076_DROME	reviewed	Uncharacterized protein CG45076	CG45076	619	Drosophila melanogaster (Fruit fly)	7227		
C0HK95		FAU_DROME	reviewed	Protein anoxia up-regulated	fau CG45077	131	Drosophila melanogaster (Fruit fly)	7227		
C0HKA4		Y0031_DROME	reviewed	Trypsin delta/gamma-like protein CG30031 (EC 3.4.21.4)	CG30031	253	Drosophila melanogaster (Fruit fly)	7227	PF00089;	SSF50494;
O16130		RL39_DROME	reviewed	Large ribosomal subunit protein eL39 (60S ribosomal protein L39) (Ribosomal protein 46)	RpL39 rp46 RpL46 CG3997	51	Drosophila melanogaster (Fruit fly)	7227	PF00832;	SSF48662;
O46051		C4D14_DROME	reviewed	Probable cytochrome P450 4d14 (EC 1.14.-.-) (CYPIVD14)	Cyp4d14 CG3540	507	Drosophila melanogaster (Fruit fly)	7227	PF00067;	SSF48264;
O46080		SMG9_DROME	reviewed	Protein SMG9 (Protein smg-9 homolog)	CG3857	487	Drosophila melanogaster (Fruit fly)	7227		SSF52540;
O46089		MMS22_DROME	reviewed	Protein MMS22-like (Methyl methanesulfonate-sensitivity protein 22-like)	CG14803	1102	Drosophila melanogaster (Fruit fly)	7227	PF14911;PF14910;	SSF48371;
O46201		A98AB_DROME	reviewed	Accessory gland protein 98AB	Acp98AB CG43619	25	Drosophila melanogaster (Fruit fly)	7227		
O46341		A6_DROME	reviewed	Protein a6	a6 CG3771	409	Drosophila melanogaster (Fruit fly)	7227		
O61345		PENG_DROME	reviewed	Protein penguin	peng pen CG1685	737	Drosophila melanogaster (Fruit fly)	7227	PF08144;PF22493;	SSF48371;
O76454		PHS_DROME	reviewed	Pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	Pcd CG1963	192	Drosophila melanogaster (Fruit fly)	7227	PF01329;	SSF55248;
O77286		U239_DROME	reviewed	Protein anon-73B1	anon-73B1 anon73B1 CG4101	87	Drosophila melanogaster (Fruit fly)	7227	PF06783;	
O97067		PTH2_DROME	reviewed	Probable peptidyl-tRNA hydrolase 2 (PTH 2) (EC 3.1.1.29)	CG1307	186	Drosophila melanogaster (Fruit fly)	7227	PF01981;	SSF102462;
O97172		U729_DROME	reviewed	UPF0729 protein CG18508	CG18508	99	Drosophila melanogaster (Fruit fly)	7227	PF14975;	
O97420		U184_DROME	reviewed	UPF0184 protein CG14818	CG14818	96	Drosophila melanogaster (Fruit fly)	7227	PF03670;	
P02841		SGS7_DROME	reviewed	Salivary glue protein Sgs-7	Sgs7 CG18087	74	Drosophila melanogaster (Fruit fly)	7227		
P02842		SGS8_DROME	reviewed	Salivary glue protein Sgs-8	Sgs8 CG6132	75	Drosophila melanogaster (Fruit fly)	7227		
P04323		POL3_DROME	reviewed	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]	pol	1058	Drosophila melanogaster (Fruit fly)	7227	PF17921;PF17917;PF00078;	SSF50630;SSF56672;SSF53098;
P07183		CH38_DROME	reviewed	Chorion protein S38	Cp38 s38 CG11213	306	Drosophila melanogaster (Fruit fly)	7227	PF05387;	
P07186		CH19_DROME	reviewed	Chorion protein S19	Cp19 s19 CG6524	173	Drosophila melanogaster (Fruit fly)	7227	PF03964;	
P07701		SGS5_DROME	reviewed	Salivary glue protein Sgs-5	Sgs5 CG7596	163	Drosophila melanogaster (Fruit fly)	7227		
P09090		ZEN2_DROME	reviewed	Protein zerknuellt 2 (ZEN-2)	zen2 z2 CG1048	252	Drosophila melanogaster (Fruit fly)	7227	PF00046;	SSF46689;
P10401		POLY_DROME	reviewed	Retrovirus-related Pol polyprotein from transposon gypsy [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease]	pol	1035	Drosophila melanogaster (Fruit fly)	7227	PF17921;PF17917;PF00078;	SSF50630;SSF56672;SSF53098;
P11455		TERM_DROME	reviewed	Protein terminus	term ter CG4216	428	Drosophila melanogaster (Fruit fly)	7227		
P16320		NOF_DROME	reviewed	120.7 kDa protein in NOF-FB transposable element	NOF ORF	1056	Drosophila melanogaster (Fruit fly)	7227		
P16424		Y1R1_DROME	reviewed	Uncharacterized 50 kDa protein in type I retrotransposable element R1DM (ORF 1)	R1A1-element\ORF1	471	Drosophila melanogaster (Fruit fly)	7227		SSF57756;
P16425		Y2R2_DROME	reviewed	Putative 115 kDa protein in type-1 retrotransposable element R1DM (ORF 2) (Putative 115 kDa protein in type I retrotransposable element R1DM)	R1A1-element\ORF2	1021	Drosophila melanogaster (Fruit fly)	7227	PF14529;PF00078;	SSF56672;SSF56219;
P21330		GAGJ_DROME	reviewed	Nucleic-acid-binding protein from mobile element jockey (ORF1)	gag	568	Drosophila melanogaster (Fruit fly)	7227	PF07530;	
P22468		GDL_DROME	reviewed	Gonadal protein gdl	gdl CG7268	194	Drosophila melanogaster (Fruit fly)	7227	PF07324;	
P23487		MEX1_DROME	reviewed	Protein midgut expression 1	mex1 CG7936	83	Drosophila melanogaster (Fruit fly)	7227		
P23779		CYTL_DROME	reviewed	Cystatin-like protein	Cys CG8050	126	Drosophila melanogaster (Fruit fly)	7227	PF00031;	SSF54403;
P23938		NG1_DROME	reviewed	Protein new-glue 1 (NG-1) (Salivary glue protein homolog)	ng1 ngp CG10781	107	Drosophila melanogaster (Fruit fly)	7227	PF21827;	
P27781		CUP9_DROME	reviewed	Pupal cuticle protein Edg-91 (Ecdysone-dependent protein 91)	Edg91 EDG-91 CG7539	159	Drosophila melanogaster (Fruit fly)	7227		
P36951		HYI_DROME	reviewed	Putative hydroxypyruvate isomerase (EC 5.3.1.22) (GIP-like protein) (Transient receptor potential locus C protein)	Gip CG2227	264	Drosophila melanogaster (Fruit fly)	7227	PF01261;	SSF51658;
P40139		NG2_DROME	reviewed	Protein new-glue 2 (NG-2)	ng2 CG14266	112	Drosophila melanogaster (Fruit fly)	7227	PF21827;	
P40140		NG3_DROME	reviewed	Protein new-glue 3 (NG-3)	ng3 CG10788	146	Drosophila melanogaster (Fruit fly)	7227	PF21827;	
P41093		RL18A_DROME	reviewed	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	RpL18A CG6510	177	Drosophila melanogaster (Fruit fly)	7227	PF01775;	SSF160374;
P47947		TNNC1_DROME	reviewed	Troponin C, isoform 1	TpnC41C TnC41C CG2981	154	Drosophila melanogaster (Fruit fly)	7227	PF13499;	SSF47473;
P47948		TNNC2_DROME	reviewed	Troponin C, isoform 2	TpnC47D TnC47D CG9073	155	Drosophila melanogaster (Fruit fly)	7227	PF13499;	SSF47473;
P47949		TNNC3_DROME	reviewed	Troponin C, isoform 3	TpnC73F TnC73F CG7930	155	Drosophila melanogaster (Fruit fly)	7227	PF13499;	SSF47473;
P48149		RS15A_DROME	reviewed	Small ribosomal subunit protein uS8A (40S ribosomal protein S15Aa)	RpS15Aa RpS15A CG2033	130	Drosophila melanogaster (Fruit fly)	7227	PF00410;	SSF56047;
P49963		SRP19_DROME	reviewed	Signal recognition particle 19 kDa protein (SRP19)	Srp19 CG4457	160	Drosophila melanogaster (Fruit fly)	7227	PF01922;	SSF69695;
P50882		RL9_DROME	reviewed	Large ribosomal subunit protein uL6 (60S ribosomal protein L9)	RpL9 M(2)32D CG6141	190	Drosophila melanogaster (Fruit fly)	7227	PF00347;	SSF56053;
P54185		OBA5_DROME	reviewed	Putative odorant-binding protein A5 (Antennal protein 5)	a5 CG5430	210	Drosophila melanogaster (Fruit fly)	7227	PF01161;	SSF49777;
P56175		RCL1_DROME	reviewed	Probable RNA 3'-terminal phosphate cyclase-like protein	Rtc1 RCL1 RTC2 CG11130	384	Drosophila melanogaster (Fruit fly)	7227	PF01137;PF05189;	SSF55205;
P82384		LCP9_DROME	reviewed	Larval cuticle protein 9 (Larval cuticle protein IX)	Lcp9 CG16914	92	Drosophila melanogaster (Fruit fly)	7227	PF00379;	
P82711		C6A19_DROME	reviewed	Probable cytochrome P450 6a19 (EC 1.14.-.-) (CYPVIA19)	Cyp6a19 CG10243	503	Drosophila melanogaster (Fruit fly)	7227	PF00067;	SSF48264;
P82713		CP392_DROME	reviewed	Probable cytochrome P450 309a2 (EC 1.14.-.-) (CYPCCCIXA2)	Cyp309a2 CG18559	538	Drosophila melanogaster (Fruit fly)	7227	PF00067;	SSF48264;
P83088		FUCTC_DROME	reviewed	Alpha-(1,3)-fucosyltransferase C (EC 2.4.1.-) (Galactoside 3-L-fucosyltransferase)	FucTC CG40305	425	Drosophila melanogaster (Fruit fly)	7227	PF17039;PF00852;	SSF53756;
P83098		STRA_DROME	reviewed	STE20-related kinase adapter protein stlk (STRAD) (Ste20-like kinase)	Stlk STRADalpha CG40293	346	Drosophila melanogaster (Fruit fly)	7227	PF00069;	SSF56112;
P83740		SC5A6_DROME	reviewed	Putative sodium-dependent multivitamin transporter (Na(+)-dependent multivitamin transporter)	CG32669	604	Drosophila melanogaster (Fruit fly)	7227	PF00474;	
P91615		ADHR_DROME	reviewed	Alcohol dehydrogenase-related 31 kDa protein	Adhr Adh-dup CG3484	272	Drosophila melanogaster (Fruit fly)	7227	PF00106;	SSF51735;
P91891		MO25_DROME	reviewed	Protein Mo25 (dMo25)	Mo25 CG4083	339	Drosophila melanogaster (Fruit fly)	7227	PF08569;	SSF48371;
Q01642		MS84A_DROME	reviewed	Male-specific sperm protein Mst84Da	Mst84Da CG17946	63	Drosophila melanogaster (Fruit fly)	7227	PF03940;	
Q01643		MS84B_DROME	reviewed	Male-specific sperm protein Mst84Db	Mst84Db CG17934	74	Drosophila melanogaster (Fruit fly)	7227		
Q01644		MS84C_DROME	reviewed	Male-specific sperm protein Mst84Dc	Mst84Dc CG17945	55	Drosophila melanogaster (Fruit fly)	7227	PF03940;	
Q01645		MS84D_DROME	reviewed	Male-specific sperm protein Mst84Dd	Mst84Dd CG17935	72	Drosophila melanogaster (Fruit fly)	7227	PF03940;	
Q0E959		RM34_DROME	reviewed	Large ribosomal subunit protein bL34m (39S ribosomal protein L34, mitochondrial) (L34mt) (MRP-L34)	mRpL34 CG34147	81	Drosophila melanogaster (Fruit fly)	7227	PF00468;	
Q0KI28		BL1S5_DROME	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 5 (BLOC-1 subunit 5) (Protein Muted)	Muted CG34131	160	Drosophila melanogaster (Fruit fly)	7227	PF14942;	
Q0KIA2		Y9801_DROME	reviewed	PP2C-like domain-containing protein CG9801	CG9801	709	Drosophila melanogaster (Fruit fly)	7227		SSF81606;
Q23971		OSC_DROME	reviewed	Antennal-specific protein OS-C	Os-C CG3250	135	Drosophila melanogaster (Fruit fly)	7227		
Q24118		PIGE_DROME	reviewed	Protein pigeon (Protein linotte)	pigeon lio CG10739	915	Drosophila melanogaster (Fruit fly)	7227	PF14959;	
Q24437		MST40_DROME	reviewed	Protein male-specific 40	Mst40	23	Drosophila melanogaster (Fruit fly)	7227		
Q24536		SSL_DROME	reviewed	Suppressor-of-stellate-like protein (Su(ste)-like) (Suste-like protein)	Ssl CG13591	219	Drosophila melanogaster (Fruit fly)	7227	PF01214;	SSF57798;
Q27377		OB10_DROME	reviewed	Putative odorant-binding protein A10 (Antennal protein 10) (OS-D protein)	a10 OS-D CG6642	155	Drosophila melanogaster (Fruit fly)	7227	PF03392;	SSF100910;
Q27421		OSP_DROME	reviewed	Protein outspread	osp CG3479	1566	Drosophila melanogaster (Fruit fly)	7227	PF00169;	SSF50729;
Q4V5I9		SDF2A_DROME	reviewed	Succinate dehydrogenase assembly factor 2-A, mitochondrial (SDH assembly factor 2-A) (SDHAF2-A)	CG14757	163	Drosophila melanogaster (Fruit fly)	7227	PF03937;	SSF109910;
Q4V6M7		UFSP1_DROME	reviewed	Probable Ufm1-specific protease 1 (UfSP1) (EC 3.4.22.-)	Ufsp1 CG30157	234	Drosophila melanogaster (Fruit fly)	7227	PF07910;	
Q5BI42		CAHD1_DROME	reviewed	VWFA and cache domain-containing protein CG16868	CG16868	1449	Drosophila melanogaster (Fruit fly)	7227		SSF103190;SSF53300;
Q5LJP9		ASND1_DROME	reviewed	Asparagine synthetase domain-containing protein CG17486	CG17486	564	Drosophila melanogaster (Fruit fly)	7227	PF00733;PF13537;	SSF52402;SSF56235;
Q6AWG9		Y5098_DROME	reviewed	Uncharacterized protein CG5098	CG5098	1238	Drosophila melanogaster (Fruit fly)	7227	PF13771;	
Q6NLL1		Y1411_DROME	reviewed	WD repeat-containing protein CG11141	CG11141	710	Drosophila melanogaster (Fruit fly)	7227		SSF50978;
Q7JUR5		Y2744_DROME	reviewed	Uncharacterized zinc finger protein CG12744	CG12744	160	Drosophila melanogaster (Fruit fly)	7227	PF00096;	SSF57667;
Q7JUR6		GDAP2_DROME	reviewed	Protein GDAP2 homolog	Gdap2 CG18812	540	Drosophila melanogaster (Fruit fly)	7227	PF13716;PF01661;	SSF52087;SSF52949;
Q7JVR7		CSN9_DROME	reviewed	COP9 signalosome complex subunit 9 homolog	CG17059	67	Drosophila melanogaster (Fruit fly)	7227	PF15004;	
Q7JW12		TMX2_DROME	reviewed	Thioredoxin-related transmembrane protein 2 homolog (Thioredoxin domain-containing protein 14 homolog)	CG11007	271	Drosophila melanogaster (Fruit fly)	7227	PF00085;	SSF52833;
Q7JWG9		RM52_DROME	reviewed	Large ribosomal subunit protein mL52 (39S ribosomal protein L52, mitochondrial) (L52mt) (MRP-L52)	mRpL52 CG1577	126	Drosophila melanogaster (Fruit fly)	7227	PF18699;	
Q7JWR9		ZC3HF_DROME	reviewed	Zinc finger CCCH domain-containing protein 15 homolog (DRG family regulatory protein 1 homolog)	CG8635	404	Drosophila melanogaster (Fruit fly)	7227	PF16543;PF00642;	SSF90229;
Q7JZM8		RM41_DROME	reviewed	Large ribosomal subunit protein mL41 (39S ribosomal protein L41, mitochondrial) (L41mt) (MRP-L41)	mRpL41 CG12954	166	Drosophila melanogaster (Fruit fly)	7227	PF09809;	
Q7K0F0		CC130_DROME	reviewed	Coiled-coil domain-containing protein 130 homolog	CG15084	316	Drosophila melanogaster (Fruit fly)	7227	PF04502;	
Q7K486		ARMC6_DROME	reviewed	Armadillo repeat-containing protein 6 homolog	CG5721	464	Drosophila melanogaster (Fruit fly)	7227		SSF48371;
Q7KNA0		DYM_DROME	reviewed	Dymeclin	CG8230	699	Drosophila melanogaster (Fruit fly)	7227	PF09742;	
Q7KR04		RS15B_DROME	reviewed	Small ribosomal subunit protein uS8B (40S ribosomal protein S15Ab)	RpS15Ab RpS15A CG12324	130	Drosophila melanogaster (Fruit fly)	7227	PF00410;	SSF56047;
Q7KS38		RS19B_DROME	reviewed	Small ribosomal subunit protein eS19B (40S ribosomal protein S19b)	RpS19b RpS19 CG5338	155	Drosophila melanogaster (Fruit fly)	7227	PF01090;	SSF46785;
Q7KW14		CCDCX_DROME	reviewed	Coiled-coil domain-containing protein CG32809	CG32809	1234	Drosophila melanogaster (Fruit fly)	7227	PF03915;	
Q7YZA2		Y7065_DROME	reviewed	Uncharacterized protein CG7065	CG7065	1231	Drosophila melanogaster (Fruit fly)	7227		
Q8I7P9		POL5_DROME	reviewed	Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]	pol	1003	Drosophila melanogaster (Fruit fly)	7227	PF17921;PF17917;PF00078;	SSF56672;SSF53098;
Q8IMP6		SPT2_DROME	reviewed	Protein SPT2 homolog	CG5815	581	Drosophila melanogaster (Fruit fly)	7227	PF08243;PF22878;	
Q8IN78		TIM22_DROME	reviewed	Mitochondrial import inner membrane translocase subunit Tim22	Tim22 CG31229	195	Drosophila melanogaster (Fruit fly)	7227	PF02466;	
Q8INQ7		KTAP2_DROME	reviewed	Protein KRTCAP2 homolog (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2)	CG31460	141	Drosophila melanogaster (Fruit fly)	7227	PF09775;	
Q8INZ1		GL36A_DROME	reviewed	Gustatory receptor-like 36a	Grl36a CG31750	410	Drosophila melanogaster (Fruit fly)	7227		
Q8IPK4		GLT25_DROME	reviewed	Glycosyltransferase 25 family member (EC 2.-.-.-)	CG31915	612	Drosophila melanogaster (Fruit fly)	7227	PF01755;	SSF53448;
Q8IQ13		EIF1A_DROME	reviewed	Probable RNA-binding protein EIF1AD (Eukaryotic translation initiation factor 1A domain-containing protein)	CG31957	159	Drosophila melanogaster (Fruit fly)	7227	PF01176;	SSF50249;
Q8IQ72		GL65A_DROME	reviewed	Gustatory receptor-like 65a	Grl65a CG32395	371	Drosophila melanogaster (Fruit fly)	7227	PF08395;	
Q8IQC1		TVP23_DROME	reviewed	Uncharacterized Golgi apparatus membrane protein-like protein CG5021	CG5021	223	Drosophila melanogaster (Fruit fly)	7227	PF05832;	
Q8IR45		BORC8_DROME	reviewed	BLOC-1-related complex subunit 8 homolog	CG32590	183	Drosophila melanogaster (Fruit fly)	7227	PF10167;	
Q8MKJ4		OB57B_DROME	reviewed	General odorant-binding protein 57b	Obp57b CG30142	141	Drosophila melanogaster (Fruit fly)	7227		SSF47565;
Q8MKK0		OB57A_DROME	reviewed	General odorant-binding protein 57a	Obp57a CG30141	169	Drosophila melanogaster (Fruit fly)	7227		SSF47565;
Q8MMC4		CDV3_DROME	reviewed	Protein CDV3 homolog (Protein anon-2C9)	CG3760	271	Drosophila melanogaster (Fruit fly)	7227	PF15359;	
Q8MQI6		ELOF1_DROME	reviewed	Transcription elongation factor 1 homolog	CG40228	82	Drosophila melanogaster (Fruit fly)	7227	PF05129;	SSF57783;
Q8MRQ4		LMBD2_DROME	reviewed	LMBR1 domain-containing protein 2 homolog	CG8135	694	Drosophila melanogaster (Fruit fly)	7227	PF04791;	
Q8MS27		RM35_DROME	reviewed	Large ribosomal subunit protein bL35m (39S ribosomal protein L35, mitochondrial) (L35mt) (MRP-L35)	mRpL35 CG13410	178	Drosophila melanogaster (Fruit fly)	7227	PF01632;	SSF143034;
Q8MT08		DRC4_DROME	reviewed	Dynein regulatory complex subunit 4 (Growth arrest-specific protein 8)	Gas8 CG14271	479	Drosophila melanogaster (Fruit fly)	7227	PF13851;	
Q8SXT3		HFW2_DROME	reviewed	Protein singed wings 2	swi2 CG14485	499	Drosophila melanogaster (Fruit fly)	7227		SSF52058;
Q8SXX4		CAPON_DROME	reviewed	Capon-like protein	CG42673	698	Drosophila melanogaster (Fruit fly)	7227	PF00640;	SSF50729;
Q8SY72		SMCO4_DROME	reviewed	Single-pass membrane and coiled-coil domain-containing protein 4 homolog	CG33169	58	Drosophila melanogaster (Fruit fly)	7227	PF15012;	
Q8SY96		NFU1_DROME	reviewed	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	CG32500; CG32857; CG33502	283	Drosophila melanogaster (Fruit fly)	7227	PF08712;PF01106;	SSF117916;SSF110836;
Q8T088		WDR55_DROME	reviewed	WD repeat-containing protein 55 homolog	CG14722	498	Drosophila melanogaster (Fruit fly)	7227	PF24796;	SSF50978;
Q94913		REG5_DROME	reviewed	Rhythmically expressed gene 5 protein (dReg-5)	Reg-5 CG2928	288	Drosophila melanogaster (Fruit fly)	7227		
Q94915		REG2_DROME	reviewed	Rhythmically expressed gene 2 protein (dREG-2)	Reg-2 CG3200	260	Drosophila melanogaster (Fruit fly)	7227	PF00702;	SSF56784;
Q95RN0		F172A_DROME	reviewed	FAM172 family protein homolog CG10038	CG10038	325	Drosophila melanogaster (Fruit fly)	7227	PF22749;	SSF53474;
Q95SK3		CK5P3_DROME	reviewed	CDK5RAP3 protein homolog	CG30291	509	Drosophila melanogaster (Fruit fly)	7227	PF05600;	
Q95SX7		RTBS_DROME	reviewed	Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)	RTase	906	Drosophila melanogaster (Fruit fly)	7227	PF03372;PF00078;	SSF56672;SSF56219;
Q95TN1		TPC13_DROME	reviewed	Probable trafficking protein particle complex subunit 13 homolog	CG4953	438	Drosophila melanogaster (Fruit fly)	7227	PF23643;PF23647;PF06159;	
Q9GQN0		RBP16_DROME	reviewed	Ran-binding protein 16	Ranbp16 CG33180	1098	Drosophila melanogaster (Fruit fly)	7227	PF03810;PF25795;	SSF48371;
