entry	pos	evidence	id	note	origin
Q9VY78	1-260		PRO_0000458218	Chloride intracellular channel Clic	chain
Q9VY86	19-224		PRO_0000298998	TM2 domain-containing protein amaretto	chain
Q9VY93	1-227		PRO_0000393783	Probable methylthioribulose-1-phosphate dehydratase	chain
Q9VY99	1-1201		PRO_0000403765	Cytosolic carboxypeptidase Nna1	chain
Q9VYA0	1-787		PRO_0000152249	Glutamine-dependent NAD(+) synthetase	chain
Q9VYA7	1-1384		PRO_0000372662	RRP12-like protein	chain
Q9VYA8	1-283		PRO_0000421289	Transport and Golgi organization protein 2	chain
Q9VYB0	?-249		PRO_0000020835	Selenoprotein BthD	chain
Q9VYB7	1-499		PRO_0000189833	Protein-tyrosine sulfotransferase	chain
Q9VYD1	1-2313		PRO_0000259523	Histone-lysine N-methyltransferase Set2	chain
Q9VYD7	1-95		PRO_0000193603	Mitochondrial import inner membrane translocase subunit Tim9	chain
Q9VYF2	1-355		PRO_0000289046	Putative inositol monophosphatase 3	chain
Q9VYF8	17-301		PRO_0000228635	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	chain
Q9VYG1	1-506		PRO_0000424894	26S proteasome non-ATPase regulatory subunit 5	chain
Q9VYG2	1-515		PRO_0000421980	Brahma-associated protein of 60 kDa	chain
Q9VYH3	1-240		PRO_0000209965	Probable alpha-aspartyl dipeptidase	chain
Q9VYI3	1-179		PRO_0000207669	Large ribosomal subunit protein mL49	chain
Q9VYM3	1-699	ECO:0000305	PRO_0000445802	Tectonic-like complex member Mks1	chain
Q9VYN8	1-3004		PRO_0000421020	Teneurin-a	chain
Q9VYQ0	1-172		PRO_0000442619	Moonshiner	chain
Q9VYQ5	1-536		PRO_0000052331	Probable cytochrome P450 318a1	chain
Q9VYQ7	1-483		PRO_0000052321	Probable cytochrome P450 311a1	chain
Q9VYQ8	1-1129		PRO_0000268011	Ubiquitin carboxyl-terminal hydrolase 7	chain
Q9VYR0	1-217		PRO_0000305134	LSM12 homolog A	chain
Q9VYS3	1-1180		PRO_0000080720	Regulator of nonsense transcripts 1 homolog	chain
Q9VYS4	1-1373		PRO_0000341558	Poly(A) RNA polymerase gld-2 homolog B	chain
Q9VYS5	12-334		PRO_0000355147	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog	chain
Q9VYT8	1-505		PRO_0000051989	Probable cytochrome P450 28c1	chain
Q9VYV3	26-416		PRO_5007929564	Thioredoxin domain-containing protein 5 homolog	chain
Q9VYV5	1-619		PRO_0000080530	Alpha-(1,6)-fucosyltransferase	chain
Q9VYV9	1-238		PRO_0000460833	COMM domain-containing protein 10 homolog Vlet	chain
Q9VYX1	1-101		PRO_0000314134	Enhancer of yellow 2 transcription factor	chain
Q9VYX7	27-203		PRO_0000023906	Peptidoglycan-recognition protein SA	chain
Q9VYY2	1-199		PRO_0000221166	Signal peptidase complex subunit 2	chain
Q9VYY3	1-404		PRO_0000391944	Ubiquitin-like modifier-activating enzyme 5	chain
Q9VYY4	1-574		PRO_0000051844	Cytochrome P450 4g15	chain
Q9VYY9	1-807		PRO_0000372854	Ecotropic viral integration site 5 ortholog	chain
Q9VYZ1	1-406		PRO_0000174228	Odorant receptor 10a	chain
Q9VYZ2	1-373		PRO_0000216491	Putative gustatory receptor 10b	chain
Q9VZ08	1-1712		PRO_0000324776	GTPase-activating protein and VPS9 domain-containing protein 1	chain
Q9VZ09	1-189		PRO_0000421979	Protein sisterless A	chain
Q9VZ21	20-121	ECO:0000255	PRO_5015020178	UPAR	chain
Q9VZ23	1-216		PRO_0000208710	GTP-binding nuclear protein Ran	chain
Q9VZ35	24-160	ECO:0000255	PRO_5015100774	Protein Vago	chain
Q9VZ40	21-184		PRO_0000326432	Uncharacterized protein CG1552	chain
Q9VZ49	25-592	ECO:0000255	PRO_0000394229	Endoribonuclease Arlr	chain
Q9VZ64	1-243		PRO_0000090081	Probable 6-phosphogluconolactonase	chain
Q9VZA4	1-505		PRO_0000311707	Band 7 protein CG42540	chain
Q9VZD2	1-238		PRO_0000420472	Probable RNA methyltransferase CG11342	chain
Q9VZD5	1-147		PRO_0000176894	Small ribosomal subunit protein bS6m	chain
Q9VZD8	1-324		PRO_0000349131	THUMP domain-containing protein 1 homolog	chain
Q9VZE6	1-359		PRO_0000120233	Ribosome biogenesis protein BRX1 homolog	chain
Q9VZE7	1-691		PRO_0000359732	Choline transporter-like 1	chain
Q9VZF4	1-1326		PRO_0000050996	F-box	chain
Q9VZH1	1-291		PRO_0000079522	Cilia- and flagella-associated protein 298	chain
Q9VZH2	31-1047	ECO:0000305|PubMed:7851790	PRO_5010686327	Protein masquerade	chain
Q9VZI2	1-1073		PRO_0000449972	Activated Cdc42 kinase Ack	chain
Q9VZI3	1-708		PRO_0000219459	Unc-112-related protein	chain
Q9VZJ6	1-417		PRO_0000216531	Gustatory receptor for sugar taste 64d	chain
Q9VZJ9	1-338		PRO_0000442139	Mitochondrial E3 ubiquitin protein ligase 1	chain
Q9VZL5	1-485		PRO_0000459503	Vacuolar fusion protein CCZ1 homolog	chain
Q9VZL6	1-120		PRO_0000325846	Ragulator complex protein LAMTOR4 homolog	chain
Q9VZL7	1-512		PRO_0000216527	Gustatory and odorant receptor 63a	chain
Q9VZM5	1-561		PRO_0000246255	GPI mannosyltransferase 3	chain
Q9VZM7	1-631		PRO_0000437662	Integrator complex subunit 10	chain
Q9VZN4	1-751		PRO_0000436601	Dendritic arbor reduction protein 1	chain
Q9VZQ1	1-721		PRO_0000444615	YTH domain-containing protein 1	chain
Q9VZS3	1-110		PRO_0000130563	Eukaryotic translation initiation factor eIF1	chain
Q9VZS5	1-144		PRO_0000122395	Large ribosomal subunit protein eL28	chain
Q9VZS6	1-442		PRO_0000075690	Putative neutral sphingomyelinase	chain
Q9VZS7	22-2300		PRO_0000456960	Protein hobbit	chain
Q9VZU2	1-500		PRO_0000213136	Protein-cysteine N-palmitoyltransferase Rasp	chain
Q9VZU4	34-265	ECO:0000255	PRO_0000451151	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	chain
Q9VZV5	1-412		PRO_0000328858	Zinc finger TRAF-type-containing protein 1 homolog	chain
Q9VZW5	1-549		PRO_0000069442	FMRFamide receptor	chain
Q9VZW8	1-420		PRO_0000174258	Odorant receptor 63a	chain
Q9VZX1	285-387	ECO:0000305	PRO_5007325435	Protein spaetzle 5	chain
Q9VZX9	1-521		PRO_0000446367	Adenosylhomocysteinase-like 1	chain
Q9VZZ4	24-1527		PRO_0000319624	Peroxidasin	chain
Q9VZZ9	1-878		PRO_0000347179	Protein daughter of sevenless	chain
Q9W011	1-510		PRO_0000051838	Probable cytochrome P450 4d20	chain
Q9W020	1-854		PRO_0000286825	Nucleolar MIF4G domain-containing protein 1 homolog	chain
Q9W021	1-150		PRO_0000129491	Large ribosomal subunit protein uL23m	chain
Q9W032	1-684		PRO_0000220846	Protein ecdysoneless	chain
Q9W040	1-1754		PRO_0000328946	Intraflagellar transport protein 172 homolog	chain
Q9W056	1-451		PRO_0000436783	Proton-coupled amino acid transporter-like protein acs	chain
Q9W058	26-516	ECO:0000255	PRO_0000438776	Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial	chain
Q9W060	1-3535	ECO:0000305	PRO_0000450208	Lysosomal-trafficking regulator	chain
Q9W062	1-478		PRO_0000438173	Microfibrillar-associated protein 1	chain
Q9W074	1-670	ECO:0000305	PRO_0000451922	Protein HBS1	chain
Q9W088	1-431		PRO_0000096170	DNA polymerase delta subunit 2	chain
Q9W092	34-484	ECO:0000255	PRO_0000011948	Probable chitinase 2	chain
Q9W0A0	17-1031	ECO:0000255	PRO_5004335548	Protein draper	chain
Q9W0C1	1-183		PRO_0000456041	Neuronal synaptobrevin	chain
Q9W0C7	1-197		PRO_0000328391	Protein OPI10 homolog	chain
Q9W0E3	1-1544		PRO_0000447024	GATOR complex protein Iml1	chain
Q9W0E8	1-793		PRO_0000305092	Protein zer-1 homolog	chain
Q9W0G1	1-548		PRO_0000094853	Tyrosine-protein phosphatase non-receptor type 61F	chain
Q9W0G6	1-253	ECO:0000305	PRO_0000438657	Augmin complex subunit msd5	chain
Q9W0G7	1-138	ECO:0000305	PRO_0000438656	Augmin complex subunit msd1	chain
Q9W0H3	1-307		PRO_0000433426	Lipid droplet-associated hydrolase	chain
Q9W0I5	1-251		PRO_0000458539	Transcriptional cofactor Bfc	chain
Q9W0I6	1-592		PRO_0000317178	Phosphatidylinositol-3-phosphatase SAC1	chain
Q9W0K0	1-490		PRO_0000220635	JNK-interacting protein 1	chain
Q9W0K4	1-1067		PRO_0000064792	Protein bric-a-brac 2	chain
Q9W0K7	1-977		PRO_0000064790	Protein bric-a-brac 1	chain
Q9W0M1	1-1978	ECO:0000305	PRO_0000445799	Centrosomal protein Cep290	chain
Q9W0M2	1-436		PRO_0000216526	Gustatory receptor for sugar taste 61a	chain
Q9W0M3	1-401		PRO_0000461917	Jumonji C domain-containing protein 5	chain
Q9W0M7	1-1227		PRO_0000444532	Splicing factor 3B subunit 3	chain
Q9W0P2	1-995		PRO_0000448743	DNA repair protein Rev1	chain
Q9W0P3	1-318		PRO_0000305910	Mediator of RNA polymerase II transcription subunit 30	chain
Q9W0P5	1-350		PRO_0000183192	UDP-glucose 4-epimerase	chain
Q9W0P8	1-1553		PRO_0000304588	Mediator of RNA polymerase II transcription subunit 14	chain
Q9W0R5	33-585		PRO_0000013031	Probable G-protein coupled receptor Mth-like 10	chain
Q9W0R6	20-513		PRO_0000013030	Probable G-protein coupled receptor Mth-like 9	chain
Q9W0S3	43-409		PRO_0000043122	Mitochondrial import inner membrane translocase subunit TIM50-B	chain
Q9W0S7	1-926		PRO_0000445085	Staphylococcal nuclease domain-containing protein 1	chain
Q9W0S8	1-163	ECO:0000305	PRO_0000438658	Augmin complex subunit wac	chain
Q9W0S9	1-1773		PRO_0000079905	Disco-interacting protein 2	chain
Q9W0T1	1-2669		PRO_0000249322	Nucleosome-remodeling factor subunit NURF301	chain
Q9W0T5	1-956		PRO_0000215375	Transient receptor potential channel pyrexia	chain
Q9W0V1	1-836		PRO_0000086504	3-phosphoinositide-dependent protein kinase 1	chain
Q9W0V7	22-492		PRO_0000013029	Probable G-protein coupled receptor Mth-like 8	chain
Q9W0Y1	1-167		PRO_0000184784	Troponin C-akin-1 protein	chain
Q9W0Y2	1-157		PRO_0000184785	Putative gamma-glutamylcyclotransferase CG2811	chain
Q9W0Y6	1-913		PRO_0000215374	Transient receptor potential cation channel protein painless	chain
Q9W0Y8	1-2844		PRO_0000291840	Sodium channel protein 60E	chain
Q9W107	?-464		PRO_0000035832	Tyrosine--tRNA ligase, mitochondrial	chain
Q9W123	1-495		PRO_0000081730	Protein painting of fourth	chain
Q9W130	1-522		PRO_0000051918	Cytochrome P450 9c1	chain
Q9W133	?-518	ECO:0000255	PRO_0000448065	AarF domain-containing kinase 1	chain
Q9W138	1-302		PRO_0000321545	Probable S-adenosyl-L-methionine-dependent methyltransferase	chain
Q9W141	1-107		PRO_0000194829	Putative ATP synthase subunit f, mitochondrial	chain
Q9W145	1-583		PRO_0000436917	Steroidogenic acute regulatory protein-like	chain
Q9W148	1-731		PRO_0000436525	Unconventional prefoldin RPB5 interactor-like protein	chain
Q9W157	1-971		PRO_0000392916	Breast cancer type 2 susceptibility protein homolog	chain
Q9W192	25-587	ECO:0000255	PRO_5015100828	Protein NDNF	chain
Q9W197	1-319		PRO_0000421994	7-methylguanosine phosphate-specific 5'-nucleotidase	chain
Q9W1A2	1-784		PRO_0000308621	N-alpha-acetyltransferase 35, NatC auxiliary subunit homolog	chain
Q9W1A4	1-797		PRO_0000072425	Protein tamozhennic	chain
Q9W1B0	1-1637		PRO_0000348214	Serine	chain
Q9W1C5	1-2053		PRO_0000437668	Integrator complex subunit 1	chain
Q9W1C9	18-126		PRO_0000022035	Ejaculatory bulb-specific protein 3	chain
Q9W1F4	1-616		PRO_0000310562	THO complex subunit 5	chain
Q9W1G0	1-331		PRO_0000173569	Probable transaldolase	chain
Q9W1H4	1-747		PRO_0000372657	DNA ligase 1	chain
Q9W1H9	94-196	ECO:0000255	PRO_0000461815	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	chain
Q9W1I2	1-1215		PRO_0000067054	Protein benign gonial cell neoplasm	chain
Q9W1I9	1-455		PRO_0000428729	Inactive peptidyl-prolyl cis-trans isomerase shutdown	chain
Q9W1J3	1-655		PRO_0000305142	Gastrulation defective protein 1 homolog	chain
Q9W1K0	1-112		PRO_0000221176	Transmembrane protein 14 homolog	chain
Q9W1K5	1-497		PRO_0000221186	Sestrin homolog	chain
Q9W1L5	20-406		PRO_0000248574	Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2	chain
Q9W1M8	?-1000		PRO_0000016330	Integrin alpha-PS5	chain
Q9W1N5	1-406		PRO_0000216525	Putative gustatory receptor 59f	chain
Q9W1N6	1-399		PRO_0000216524	Putative gustatory receptor 59e	chain
Q9W1P7	1-411		PRO_0000174257	Putative odorant receptor 59c	chain
Q9W1P8	1-398		PRO_0000174256	Odorant receptor 59b	chain
Q9W1R4	1-1395		PRO_0000430424	Little elongation complex subunit 1	chain
Q9W1R5	1-1854		PRO_0000308607	Protein virilizer	chain
Q9W1U4	1-626		PRO_0000125425	Kinesin-like protein Klp59C	chain
Q9W1U5	1-397		PRO_0000216522	Putative gustatory receptor 59c	chain
Q9W1U6	1-89		PRO_0000139711	Large ribosomal subunit protein L37-2	chain
Q9W1V1	1-690		PRO_0000373914	Protein arginine N-methyltransferase 7	chain
Q9W1V3	1-344		PRO_0000148513	rRNA 2'-O-methyltransferase fibrillarin	chain
Q9W1V6	51-683		PRO_0000035906	Phenoloxidase 3	chain
Q9W1V7	1-452		PRO_0000455831	Zinc finger protein 277	chain
Q9W1W9	19-196		PRO_0000022000	PRADC1-like protein	chain
Q9W1X4	1-1711		PRO_0000204860	Nuclear pore complex protein Nup214	chain
Q9W1X7	1-1439		PRO_0000305937	Mediator of RNA polymerase II transcription subunit 23	chain
Q9W1X8	1-321		PRO_0000174353	Probable GDP-L-fucose synthase	chain
Q9W1X9	1-257		PRO_0000299389	OCIA domain-containing protein 1	chain
Q9W1Y1	1-203		PRO_0000221191	ER membrane protein complex subunit 8	chain
Q9W223	1-512		PRO_0000051880	Probable cytochrome P450 6d2	chain
Q9W237	1-148		PRO_0000111486	Small ribosomal subunit protein uS9	chain
Q9W252	1-1318		PRO_0000138645	DNA repair protein RAD50	chain
Q9W256	1-155	ECO:0000305	PRO_0000448436	DNA polymerase epsilon subunit 4	chain
Q9W261	1-775		PRO_0000255935	RNA polymerase-associated protein Rtf1	chain
Q9W265	?-464		PRO_0000323005	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial	chain
Q9W266	21-677	ECO:0000255	PRO_0000434607	Protein windpipe	chain
Q9W278	1-818		PRO_0000307622	Mediator of RNA polymerase II transcription subunit 16	chain
Q9W2B1	1-408		PRO_0000216519	Putative gustatory receptor 58b	chain
Q9W2B2	1-412		PRO_0000216520	Putative gustatory receptor 58c	chain
Q9W2C3	23-397		PRO_0000384143	L-asparaginase-like protein CG4372	chain
Q9W2D6	1-92		PRO_0000228060	Mitochondrial import inner membrane translocase subunit Tim10	chain
Q9W2D9	1-222		PRO_0000123550	Eukaryotic translation initiation factor 3 subunit K	chain
Q9W2E1	1-1870		PRO_0000429475	Protein stum	chain
Q9W2E7	1-346		PRO_0000450094	Protein Rae1	chain
Q9W2F2	1-1544		PRO_0000287476	Protein mahjong	chain
Q9W2H1	19-178		PRO_0000298997	TM2 domain-containing protein biscotti	chain
Q9W2H9	1-541		PRO_0000435339	Protein panoramix	chain
Q9W2I4	1-289		PRO_0000462576	SAGA-associated factor 29kDa	chain
Q9W2M2	24-596		PRO_0000012058	Trehalase	chain
Q9W2N0	1-286		PRO_0000208639	F-actin-capping protein subunit alpha	chain
Q9W2P0	1-565	ECO:0000305	PRO_0000438652	Augmin complex subunit dgt3	chain
Q9W2Q1	1-873		PRO_0000049288	Retinal homeobox protein Rx	chain
Q9W2Q5	1-189		PRO_0000460692	Calcium and integrin-binding family member 2	chain
Q9W2Q7	1-621		PRO_0000110533	Inositol-pentakisphosphate 2-kinase	chain
Q9W2R3	1-792		PRO_0000459583	Phosphatidylinositol 4-phosphate 5-kinase type-1 sktl	chain
Q9W2S3	1-722		PRO_0000438108	BTB	chain
Q9W2U4	1-609		PRO_0000299375	Serine	chain
Q9W2U9	1-392		PRO_0000174227	Odorant receptor 9a	chain
Q9W2W5	1-505		PRO_0000461644	ADP-ribosylarginine hydrolase CG2909	chain
Q9W2X7	1-114		PRO_0000212401	Protein yippee-like	chain
Q9W2Y3	1-230		PRO_0000292426	NAD(P)H-hydrate epimerase	chain
Q9W303	22-442		PRO_0000011987	Chitinase-like protein Idgf4	chain
Q9W328	1-313		PRO_0000326505	Protein LST8 homolog	chain
Q9W332	29-3750		PRO_5004336462	Cubilin homolog	chain
Q9W334	1-65		PRO_0000136831	Small ribosomal subunit protein eS28	chain
Q9W345	1-934	ECO:0000305	PRO_0000453525	Palmitoyltransferase ZDHHC8	chain
Q9W349	1-826		PRO_0000174666	Protein lozenge	chain
Q9W351	1-466		PRO_0000447261	Aladin	chain
Q9W352	1-663		PRO_0000372848	CXXC-type zinc finger protein 1	chain
Q9W354	1-916		PRO_0000444601	Extracellular signal-regulated kinase 7	chain
Q9W358	1-573		PRO_0000235905	Chaperone Ric-8	chain
Q9W365	18-936	ECO:0000255	PRO_5004338528	Ionotropic receptor coreceptor Ir8a	chain
Q9W367	1-385		PRO_0000216488	Gustatory receptor 8a	chain
Q9W369	1-121	ECO:0000269|PubMed:20439462	PRO_0000457049	Beta-alanyl-dopamine	chain
Q9W369	1-387		PRO_0000457048	Beta-alanyl-dopamine	chain
Q9W369	122-387	ECO:0000269|PubMed:20439462	PRO_0000457050	Beta-alanyl-dopamine	chain
Q9W376	23-287		PRO_0000312328	Neuferricin homolog	chain
Q9W379	1-457		PRO_0000456081	Zinc finger protein ZPR1	chain
Q9W380	1-77		PRO_0000460839	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	chain
Q9W385	?-190		PRO_0000010133	Frataxin homolog, mitochondrial	chain
Q9W391	1-1247		PRO_0000057735	Probable phosphorylase b kinase regulatory subunit alpha	chain
Q9W3C0	1-237		PRO_0000211046	Probable U3 small nucleolar RNA-associated protein 11	chain
Q9W3C1	1-1008		PRO_0000215886	RNA cytidine acetyltransferase	chain
Q9W3C2	1-478		PRO_0000218962	Ribosome biogenesis factor Nop53	chain
Q9W3C7	26-314		PRO_0000247505	Palmitoyl-protein thioesterase 1	chain
Q9W3D3	1-1671		PRO_0000445077	DENN domain-containing protein Crag	chain
Q9W3E1	1-1022		PRO_0000437657	Integrator complex subunit 4	chain
Q9W3E2	1-1195		PRO_0000451416	Protein PIP82	chain
Q9W3F7	1-525		PRO_0000435630	Mitoguardin	chain
Q9W3I5	1-413		PRO_0000174226	Odorant receptor 7a	chain
Q9W3J5	1-498		PRO_0000126825	Phenylalanine--tRNA ligase alpha subunit	chain
Q9W3J8	1-743		PRO_0000277886	Dynein regulatory complex protein 1 homolog	chain
Q9W3K5	1-717		PRO_0000192568	Glutamate--cysteine ligase	chain
Q9W3L5	1-542		PRO_0000378603	DM7 family protein CG15333	chain
Q9W3M2	1-571		PRO_0000378608	DM7 family protein CG15332	chain
Q9W3M3	1-2219		PRO_0000441157	E3 ubiquitin-protein ligase Ubr3	chain
Q9W3M9	1-486		PRO_0000425212	Protein hold'em	chain
Q9W3N6	1-836	ECO:0000305	PRO_0000439489	General vesicular transport factor p115	chain
Q9W3R7	1-269		PRO_0000218998	Autophagy protein 5	chain
Q9W3T5	1-79		PRO_0000349245	Ubiquinol-cytochrome c reductase complex assembly factor 5	chain
Q9W3T7	32-125	ECO:0000255	PRO_5015100965	UPAR	chain
Q9W3U1	1-537		PRO_0000446384	Actin-histidine N-methyltransferase	chain
Q9W3V8	1-511		PRO_0000174165	Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase	chain
Q9W3W5	31-456		PRO_0000007780	Protein shifted	chain
Q9W3W8	1-186		PRO_0000323412	Large ribosomal subunit protein uL22	chain
Q9W3Y0	1-162		PRO_0000331296	Zinc finger protein 593 homolog	chain
Q9W3Y1	1-700		PRO_0000462403	non-specific serine	chain
Q9W3Y4	1-977	ECO:0000305	PRO_0000436918	GAS2-like protein pickled eggs	chain
Q9W3Y5	1-736		PRO_0000252207	Putative ATP-dependent RNA helicase CG14443	chain
Q9W3Z3	1-394		PRO_0000452187	Alanine--glyoxylate aminotransferase	chain
Q9W401	?-464		PRO_0000291603	Probable citrate synthase, mitochondrial	chain
Q9W413	23-544	ECO:0000255	PRO_0000459702	Mitochondrial ribonuclease P catalytic subunit	chain
Q9W415	1-424		PRO_0000370545	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	chain
Q9W420	1-1831		PRO_0000072170	Transcription elongation factor SPT6	chain
Q9W422	1-221		PRO_0000053845	Josephin-like protein	chain
Q9W429	1-352		PRO_0000213390	Endoplasmic reticulum GDP-fucose transporter	chain
Q9W436	1-849		PRO_0000441989	Neprilysin-1	chain
Q9W440	19-193		PRO_0000352885	Protein THEM6	chain
Q9W445	1-182	ECO:0000305	PRO_0000432075	Malignant T-cell-amplified sequence 1 homolog	chain
Q9W462	1-558		PRO_0000430252	Ubiquitin carboxyl-terminal hydrolase 30 homolog	chain
Q9W484	1-985		PRO_0000370623	Regulator of telomere elongation helicase 1 homolog	chain
Q9W485	1-1284		PRO_0000437658	Integrator complex subunit 6	chain
Q9W495	1-980		PRO_0000277627	GPI inositol-deacylase	chain
Q9W497	1-444		PRO_0000216486	Gustatory receptor 5a for trehalose	chain
Q9W4C3	1-1126		PRO_0000458480	Ubiquitin carboxyl-terminal hydrolase 16	chain
Q9W4C5	1-641		PRO_0000214817	Sodium-dependent nutrient amino acid transporter 1	chain
Q9W4D2	1-941		PRO_0000081811	RNA-binding protein 4F	chain
Q9W4E2	1-3466		PRO_0000051093	Neurobeachin	chain
Q9W4I5	1-252		PRO_0000371809	Protein Flattop homolog	chain
Q9W4J5	1-252		PRO_0000158609	Ribosomal RNA small subunit methyltransferase NEP1	chain
Q9W4J9	1-508		PRO_0000461645	ADP-ribosylarginine hydrolase CG3568	chain
Q9W4K2	24-595	ECO:0000255	PRO_0000337157	Uncharacterized protein CG3556	chain
Q9W4L1	?-64		PRO_0000238629	Large ribosomal subunit protein bL33m	chain
Q9W4M8	1-188	ECO:0000305	PRO_0000438653	Augmin complex subunit dgt4	chain
Q9W4M9	1-746		PRO_0000289228	tRNA (cytosine(34)-C(5))-methyltransferase	chain
Q9W4N2	1-788		PRO_0000399801	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	chain
Q9W4N9	1-911		PRO_0000460834	Gem-associated protein 4a	chain
Q9W4P5	1-350		PRO_0000119353	V-type proton ATPase subunit d 1	chain
Q9W4Q9	32-159	ECO:0000255	PRO_0000016209	Insulin-like peptide 7	chain
Q9W4S1	1-582		PRO_0000349194	Glutaredoxin domain-containing cysteine-rich protein CG12206	chain
Q9W4S7	1-717		PRO_0000127322	Myc proto-oncogene protein	chain
Q9W4S9	1-983		PRO_0000198818	3',5'-cyclic-AMP phosphodiesterase, isoforms N	chain
Q9W4T4	1-1209		PRO_0000198817	3',5'-cyclic-AMP phosphodiesterase, isoform I	chain
Q9W4V8	?-428		PRO_0000043123	Mitochondrial import inner membrane translocase subunit TIM50-C	chain
Q9W4X7	1-269		PRO_0000365413	Eukaryotic translation initiation factor 3 subunit G-1	chain
Q9W4X9	1-721		PRO_0000184960	Centromere	chain
Q9W4Y2	1-669		PRO_0000070346	PDF receptor	chain
Q9W4Z4	34-107	ECO:0000255	PRO_0000016205	Insulin-like peptide 6	chain
Q9W517	1-1741		PRO_0000076364	Protein wings apart-like	chain
Q9W534	1-670		PRO_0000355097	G-protein coupled receptor moody	chain
Q9W539	1-1518		PRO_0000053522	Hormone receptor 4	chain
